passenger_id,passenger_gender,passenger_age,age_group,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Class,PassengerKey
A7G1A8zhTXLEbdfWx4Hd511i2JpILQ4kmCs9bsx+yvk=,Female,51,Adults (35-59),53,2,4093200,3,1,4,314,8,Loyal,4198
odCLLhfmiVJufvVICZ6nQCwnu0jbCh/Xo6CY028JsVY=,Female,19,Young Adults (18-34),52,3,4275500,3,2,4,324,9,Loyal,4199
+rdGdCqNKOIdOsM1d6tlqN4GtV23wRPR2QQaaY4P5a8=,Male,66,Seniors (60+),52,2,1176400,3,1,2,312,6,Potential,4200
RhVh9y8623gv8tCXHGLffB9mg5GfGS77qdnnb95zq9g=,Female,20,Young Adults (18-34),52,2,2853360,3,1,3,313,7,Loyal,4201
+rdGdCqNKOIdOsM1d6tlqN4GtV23wRPR2QQaaY4P5a8=,Female,65,Seniors (60+),52,2,1176400,3,1,2,312,6,Potential,4202
7lo+VZscmZUj2dvOToAkN47pRZsKYWZ60ALGlRtHi4I=,Male,23,Young Adults (18-34),52,1,551520,3,1,1,311,5,Potential,4203
JcLi1GXsWbeclbFLyyqH9nCiAYyLCnqmZ7Pmm9Ad/Vo=,Female,22,Young Adults (18-34),52,3,2519250,3,2,3,323,8,Loyal,4204
17IhTnS6OS/qMsz4PelESVGh5UYe9NIclOAYAxPtnOQ=,Female,29,Young Adults (18-34),52,1,906930,3,1,1,311,5,Potential,4205
dVG5BL342ZZcBFOrtQpEKV6nKwY7BGyAW1tOFlRzwDo=,Male,43,Adults (35-59),52,1,893090,3,1,1,311,5,Potential,4206
Oesib2jieX7ocy6iNudsmdz9p2gCTteT/lKuBqS7x+o=,Male,27,Young Adults (18-34),52,2,1470700,3,1,2,312,6,Potential,4207
zomJjmfhLyzaYTDRaPkJ+zDHtm/OsmN8qlSrqgacj8I=,Female,35,Adults (35-59),44,6,7357950,2,3,4,234,9,Loyal,4208
zomJjmfhLyzaYTDRaPkJ+zDHtm/OsmN8qlSrqgacj8I=,Female,6,Children (0-12),44,6,7357950,2,3,4,234,9,Loyal,4209
/GehOha/D00yHN5WJK/nuptMLXvcFq+ePNDex1+UQLA=,Male,49,Adults (35-59),52,2,1914300,3,1,3,313,7,Loyal,4210
sjQhzPzBoHMMipgxtI71/COgkInFZM8CoWwkoM+8mVY=,Male,29,Young Adults (18-34),52,1,976230,3,1,1,311,5,Potential,4211
7I6h2NWTFRep++kxEBub1E7AIAHoCB3cqlGInPC+sBQ=,Male,42,Adults (35-59),52,2,1527880,3,1,2,312,6,Potential,4212
lfnRCMIoNNdF6xmGE2kAtkU6bSrrYEMZ5OqN6tf2bBE=,Male,39,Adults (35-59),52,2,1665600,3,1,2,312,6,Potential,4213
omEl1SJoicYt3OONVd80nmvYR4stUp2lY0wGa5alQFY=,Male,33,Young Adults (18-34),29,7,11329620,2,3,4,234,9,Loyal,4214
omEl1SJoicYt3OONVd80nmvYR4stUp2lY0wGa5alQFY=,Female,33,Young Adults (18-34),29,7,11329620,2,3,4,234,9,Loyal,4215
SnRyA7n9dTWVvzf8Fs/0xVCQqamxODkswxIR/XZVQ7w=,Female,28,Young Adults (18-34),52,3,2264000,3,2,3,323,8,Loyal,4216
SnRyA7n9dTWVvzf8Fs/0xVCQqamxODkswxIR/XZVQ7w=,Male,29,Young Adults (18-34),52,3,2264000,3,2,3,323,8,Loyal,4217
SnRyA7n9dTWVvzf8Fs/0xVCQqamxODkswxIR/XZVQ7w=,Female,1,Children (0-12),52,3,2264000,3,2,3,323,8,Loyal,4218
UuUu9MR9eg0LwIlrBv/sqKjpURm6cT9vLV9rMXS9JnE=,Female,45,Adults (35-59),52,1,1182000,3,1,2,312,6,Potential,4219
QiaqoKk49X5sC+GYDFJMEa0ImVGe0ejDEFXu58kvGWM=,Female,23,Young Adults (18-34),52,1,1292400,3,1,2,312,6,Potential,4220
KfsOH5ocfv4cDEbRwYEPF1PzzSw6bUJbb9ChkYWdV/U=,Female,23,Young Adults (18-34),52,1,1133520,3,1,2,312,6,Potential,4221
HuuIAbEkD6C93j8ud6+0v6SRJ5+FYjXWIjI7E8KahIs=,Female,32,Young Adults (18-34),52,2,2868990,3,1,3,313,7,Loyal,4222
fYyFJWADkh5VjdpGi36nKJ9A9tQ9f4NenaXptn2TiH0=,Male,19,Young Adults (18-34),25,4,3311280,1,2,3,123,6,Potential,4223
gf08FK5G9XdPu1s4S7ZDS5ij5MulnReISGWJ3CUOXvs=,Female,24,Young Adults (18-34),52,2,2204900,3,1,3,313,7,Loyal,4224
gf08FK5G9XdPu1s4S7ZDS5ij5MulnReISGWJ3CUOXvs=,Male,26,Young Adults (18-34),52,2,2204900,3,1,3,313,7,Loyal,4225
hLu0YDmo1yv4udi4Lk+YjUjxktdBillHfyeZv2lXU4A=,Female,33,Young Adults (18-34),52,2,2261700,3,1,3,313,7,Loyal,4226
i09bPD/EzAuqFd0LA0F8iAbsNYu3ueIEDAaqsVGzPTY=,Male,22,Young Adults (18-34),52,4,3948010,3,2,4,324,9,Loyal,4227
i09bPD/EzAuqFd0LA0F8iAbsNYu3ueIEDAaqsVGzPTY=,Female,24,Young Adults (18-34),52,4,3948010,3,2,4,324,9,Loyal,4228
XdckDIt+U7z6nXPfCNTANP5P9qUJi62otUklYACHS84=,Male,36,Adults (35-59),29,11,9648200,2,3,4,234,9,Loyal,4229
HK/YZUjNm85hsUe6om0ANc6N1rq7wbhxbP51UJQuqq4=,Male,26,Young Adults (18-34),48,6,4387600,3,3,4,334,10,Champions,4230
NRsxrhRmXDzuSkQCl4IecQWEZQn8AwX5CCO6vIrgyEQ=,Male,19,Young Adults (18-34),52,1,829710,3,1,1,311,5,Potential,4231
qVjpNJRxJeS9VrOnyZrNBhBnpnYTxEUMjiYBO50/7q4=,Female,27,Young Adults (18-34),47,9,7849280,3,3,4,334,10,Champions,4232
qVjpNJRxJeS9VrOnyZrNBhBnpnYTxEUMjiYBO50/7q4=,Female,24,Young Adults (18-34),47,9,7849280,3,3,4,334,10,Champions,4233
5iM0GOxcwiOTDJWntL/Cva25zNiG2lkkgPPA7ZK5IUI=,Male,40,Adults (35-59),52,1,641600,3,1,1,311,5,Potential,4234
dkU7rXgmFLDPhXavKoPkrjHn8zFybqGriJxLgUP7vvc=,Female,52,Adults (35-59),52,3,2639800,3,2,3,323,8,Loyal,4235
dkU7rXgmFLDPhXavKoPkrjHn8zFybqGriJxLgUP7vvc=,Female,21,Young Adults (18-34),52,3,2639800,3,2,3,323,8,Loyal,4236
0U7hb5UIMCaNV33U1Vn0wPIOGm2XN5Q0IWURQzPFRVE=,Male,21,Young Adults (18-34),52,1,875000,3,1,1,311,5,Potential,4237
XpImI4SVMdBTiIYROj/K5oMxo8rUej9NMnTO62pzpho=,Female,71,Seniors (60+),52,1,1110890,3,1,2,312,6,Potential,4238
dS2JXkRIi88H5kaNF5X87Vm4pkMCFkqfoLid+2nNfis=,Female,26,Young Adults (18-34),36,3,2443600,2,2,3,223,7,Loyal,4239
SRzVdVxwePWCuKOpwME8z48eqqwn0vcqyREXugAlTsU=,Female,21,Young Adults (18-34),52,2,1377000,3,1,2,312,6,Potential,4240
zQkYgGDZ4Pkd8CedCzoYyf655f6ZlJQ8JTbRCa9vUAM=,Female,32,Young Adults (18-34),52,2,1759500,3,1,2,312,6,Potential,4241
Z6VZ7Our//UMgAefQhoefgUl01/DbqeOp3zBCJNrVLI=,Female,27,Young Adults (18-34),52,1,682400,3,1,1,311,5,Potential,4242
NBUAhGTuECzu+X7FyUIipom8/gISX90a7hq3q4+RsMw=,Male,23,Young Adults (18-34),52,1,612800,3,1,1,311,5,Potential,4243
VTqrrwkmke+7rYGnaiEoYcCCq0QRWX0PL+OH51m6V5A=,Female,23,Young Adults (18-34),52,1,551520,3,1,1,311,5,Potential,4244
eC10Mt2R1MWyZdkChug0HwzmTwxHvUz08UBnXMI0N8c=,Female,19,Young Adults (18-34),52,4,2696320,3,2,3,323,8,Loyal,4245
tC2fsjwslBwemiV/e4/GoBAb7ptTbn6fwp7HUZZ67Jo=,Male,24,Young Adults (18-34),52,2,1041760,3,1,1,311,5,Potential,4246
tC2fsjwslBwemiV/e4/GoBAb7ptTbn6fwp7HUZZ67Jo=,Female,24,Young Adults (18-34),52,2,1041760,3,1,1,311,5,Potential,4247
WM/vDJQWw9kC6HDuDGNh4osPd+rAakGy+2iC2/6sey8=,Male,21,Young Adults (18-34),52,1,612800,3,1,1,311,5,Potential,4248
eC10Mt2R1MWyZdkChug0HwzmTwxHvUz08UBnXMI0N8c=,Female,21,Young Adults (18-34),52,4,2696320,3,2,3,323,8,Loyal,4249
uOjRGEneP2t/ez20EnNXOGnJK5cLJLLS3ORJL25VzJQ=,Female,19,Young Adults (18-34),52,2,3401400,3,1,3,313,7,Loyal,4250
ti8jT7gGHxVjiLGe36djkls7pooLjJSw7q1wc66Co2o=,Female,61,Seniors (60+),52,2,1566400,3,1,2,312,6,Potential,4251
iFicOUbOGNU+o0SuJg6rHu0VeKt9rilNx0u/bVUzBh8=,Female,43,Adults (35-59),52,2,1291600,3,1,2,312,6,Potential,4252
gtSeBEfKMBWR41zOp/aZg8hxH+s6nOt06rZicOM6XHg=,Female,14,Teenagers (13-17),52,1,1076400,3,1,1,311,5,Potential,4253
M8g2heNyXONCN+JuKR1FAEBqifNTHDTQZZN/qxbqjOc=,Female,30,Young Adults (18-34),52,1,2216400,3,1,3,313,7,Loyal,4254
HxTJ0er/yZvAiEvrhVmINEWB0CmcIGssooLhdb8D0MY=,Female,22,Young Adults (18-34),35,5,8597400,2,3,4,234,9,Loyal,4255
omEl1SJoicYt3OONVd80nmvYR4stUp2lY0wGa5alQFY=,Female,27,Young Adults (18-34),29,7,11329620,2,3,4,234,9,Loyal,4256
sjMpCClq8JjY8DYuMBB7uOcEkFjRJ7TO8OSPSFaTyjM=,Male,27,Young Adults (18-34),49,2,2132000,3,1,3,313,7,Loyal,4257
Qq1k68K8jjkhhZlWo/6HT8jVeUfXvfu/NlxII4XDy6Q=,Female,25,Young Adults (18-34),20,7,8546000,1,3,4,134,8,Loyal,4258
/VfMIynYE40Clqxt3U4Utm38MrvQFEdl30GgZ/KRY3w=,Male,18,Young Adults (18-34),29,2,2723700,2,1,3,213,6,Potential,4259
54s0dsYf36WRdzfuemTTw3GMPEA9rgfaY31uHO79x5g=,Female,39,Adults (35-59),52,1,912000,3,1,1,311,5,Potential,4260
48aBWyeFXzteIF7X/c5WMLSRZ/fBnBv4fcrjC7DFFBQ=,Male,24,Young Adults (18-34),52,1,1426700,3,1,2,312,6,Potential,4261
D1+isvc6LUSvVT6fYV4kLpEXN5DPk1+n6/K9ez7RQQs=,Male,25,Young Adults (18-34),30,3,3827680,2,2,4,224,8,Loyal,4262
rA7bX6MrQafXIbIvuYSBC5BTYga73AAzL8PfKq19UCc=,Male,32,Young Adults (18-34),31,2,2623800,2,1,3,213,6,Potential,4263
rSwj96qWta8IGJ3aJD8IUrPDKV3HCS3BGXitJlH4iJo=,Male,23,Young Adults (18-34),48,6,6169800,3,3,4,334,10,Champions,4264
rSwj96qWta8IGJ3aJD8IUrPDKV3HCS3BGXitJlH4iJo=,Male,29,Young Adults (18-34),48,6,6169800,3,3,4,334,10,Champions,4265
1Wn1aAzOOoUnIqnVp7IXFJJuiTJnLigXrI2ikxogfMQ=,Female,19,Young Adults (18-34),48,2,2028180,3,1,3,313,7,Loyal,4266
l/9mPu0WCHWKQc0zvu70xblXGNxfAnXHlqnhETak6TI=,Female,28,Young Adults (18-34),27,10,9818090,2,3,4,234,9,Loyal,4267
Ew6fvFtxsw4+feFAQD5bYJbprRFsLO6qKgy10QUiNpw=,Female,28,Young Adults (18-34),52,1,611910,3,1,1,311,5,Potential,4268
KMlFs1X11V0+P3O7UxVj3hYPICczQlv8HPsyM7s/VfM=,Male,29,Young Adults (18-34),45,2,1267890,2,1,2,212,5,Potential,4269
JDBw4gN4JaBrgnnZIVrOTPLTW41xrlqfqsTcxKyvSj0=,Female,24,Young Adults (18-34),52,1,543920,3,1,1,311,5,Potential,4270
YJd0i1S+RoApZ3powTFSSw0pkRLYZt5RQZ+Wp7Jb8ao=,Male,20,Young Adults (18-34),52,1,543920,3,1,1,311,5,Potential,4271
FUsr4/IjKoN65lQoZ2NzGFKwQExOWym3fR2eFKmRGVc=,Female,45,Adults (35-59),52,1,641600,3,1,1,311,5,Potential,4272
cWjMQTiBWVmZEgaeLsm9Y6X9h/QTq5m2zopm+vCVObo=,Male,24,Young Adults (18-34),52,1,2096280,3,1,3,313,7,Loyal,4273
Gjt6v1uyxs+WgPw9kVdRKP0p4mknadpymPAo9HOC0M8=,Male,22,Young Adults (18-34),52,1,1035870,3,1,1,311,5,Potential,4274
Rj9Mksx62EwM+H9U65KhTo1ekO/DN+5RNdfvGwXo1CY=,Female,21,Young Adults (18-34),5,5,3636300,1,3,3,133,7,Loyal,4275
/yUlufxTP/2PIK1sTmm11WuU8IGuS0fDJIxg+8LZ76E=,Female,43,Adults (35-59),9,6,4311190,1,3,4,134,8,Loyal,4276
/yUlufxTP/2PIK1sTmm11WuU8IGuS0fDJIxg+8LZ76E=,Female,46,Adults (35-59),9,6,4311190,1,3,4,134,8,Loyal,4277
/yUlufxTP/2PIK1sTmm11WuU8IGuS0fDJIxg+8LZ76E=,Female,24,Young Adults (18-34),9,6,4311190,1,3,4,134,8,Loyal,4278
67oVK3iTo1JKcNhnrfb3XB2McRpp7d3CsSlorslJ1Xo=,Male,32,Young Adults (18-34),13,10,10837200,1,3,4,134,8,Loyal,4279
ovZkBMWhPzPw1vfJcIPWzdSllYK5yoFbpRsxKSCD5CA=,Male,19,Young Adults (18-34),52,2,2290200,3,1,3,313,7,Loyal,4280
dWrL0EszDygFzcKnulXT4iRAyiLfI9nDiAAKhJKHy6g=,Male,22,Young Adults (18-34),52,1,820800,3,1,1,311,5,Potential,4281
QttGbl3ZvkIrR5KCY72QQbtLctyiSHYWbUJtYaYFZu0=,Male,50,Adults (35-59),52,1,1077000,3,1,1,311,5,Potential,4282
ITo765bttN0+chucWDTCVCvGukofABNN/GE42OtPTNY=,Female,19,Young Adults (18-34),24,6,6128000,1,3,4,134,8,Loyal,4283
JfIUTVGaBLH/AvjhIrp0D2y2+pF50d2Ok1bO26Us1Mg=,Female,25,Young Adults (18-34),52,8,14391900,3,3,4,334,10,Champions,4284
JfIUTVGaBLH/AvjhIrp0D2y2+pF50d2Ok1bO26Us1Mg=,Male,34,Young Adults (18-34),52,8,14391900,3,3,4,334,10,Champions,4285
m/7TpfY+5v0sr7INmyYMQqPXMNDGa4ur2hFCtlspgng=,Male,21,Young Adults (18-34),52,6,4551040,3,3,4,334,10,Champions,4286
m/7TpfY+5v0sr7INmyYMQqPXMNDGa4ur2hFCtlspgng=,Male,23,Young Adults (18-34),52,6,4551040,3,3,4,334,10,Champions,4287
ClbvmjkPnvqTLSCk60aSjqOV08pCYPUswco902OLS0k=,Male,24,Young Adults (18-34),52,4,4363280,3,2,4,324,9,Loyal,4288
GUi8pv61Cv3Vmd2+ecelB4+PeacSaLnyS/NP5ZXox8k=,Male,34,Young Adults (18-34),52,2,1598000,3,1,2,312,6,Potential,4289
GUi8pv61Cv3Vmd2+ecelB4+PeacSaLnyS/NP5ZXox8k=,Female,30,Young Adults (18-34),52,2,1598000,3,1,2,312,6,Potential,4290
Q63D7P2RZrMcPFk0hX4+oFzGXDdibOj+oIE9O1lWvts=,Male,21,Young Adults (18-34),36,5,5309610,2,3,4,234,9,Loyal,4291
4i4q1ReQuTHQddOymY7klEYchEEfs93esyBoCgKAN0A=,Male,20,Young Adults (18-34),49,17,24594300,3,3,4,334,10,Champions,4292
4i4q1ReQuTHQddOymY7klEYchEEfs93esyBoCgKAN0A=,Female,20,Young Adults (18-34),49,17,24594300,3,3,4,334,10,Champions,4293
UaWyJSKzEp0cRYbkZWDchyOW/zIwDQ4fmtkoeB75V5Y=,Male,19,Young Adults (18-34),52,2,1684200,3,1,2,312,6,Potential,4294
8UJG0Wi0bn77WKxk2j4Gx3keq9SDDwFNcUKCOkHRk+o=,Male,58,Adults (35-59),52,8,6534800,3,3,4,334,10,Champions,4295
pr5kwT2WA5lT+fRRD5InWCvD+RqV7RbI2PfULd2qhNM=,Male,20,Young Adults (18-34),2,5,6040500,1,3,4,134,8,Loyal,4296
pr5kwT2WA5lT+fRRD5InWCvD+RqV7RbI2PfULd2qhNM=,Female,20,Young Adults (18-34),2,5,6040500,1,3,4,134,8,Loyal,4297
0WuBMs/jx1ZsjCgsAxiB2maJ/Gd34QsGT7F2f9vqaow=,Male,19,Young Adults (18-34),43,4,3150800,2,2,3,223,7,Loyal,4298
7STKov5NNkfp4CF/mySahV/LEdbQZJmQwWoPyMru4Es=,Female,33,Young Adults (18-34),52,4,1908680,3,2,3,323,8,Loyal,4299
7STKov5NNkfp4CF/mySahV/LEdbQZJmQwWoPyMru4Es=,Female,3,Children (0-12),52,4,1908680,3,2,3,323,8,Loyal,4300
7STKov5NNkfp4CF/mySahV/LEdbQZJmQwWoPyMru4Es=,Male,35,Adults (35-59),52,4,1908680,3,2,3,323,8,Loyal,4301
A0wsYvdLHdnvSK+WKAqV8PVgyxt2ugMU6Z05lUbjbGI=,Male,26,Young Adults (18-34),52,1,1235430,3,1,2,312,6,Potential,4302
jd/6+ZsB5T5RjUTxec+N1Z3vIqK9aNjKxJzOY5nQlvk=,Male,21,Young Adults (18-34),30,2,1264960,2,1,2,212,5,Potential,4303
LeNPHUPva4dqYx8zI1qj4qUuPNMiTXIqmE+B6hTnU6A=,Female,43,Adults (35-59),52,1,739200,3,1,1,311,5,Potential,4304
L8yDnQ/JHT0s2kg4ahKdT6/Pt0FEKpQvJrUUUJpyafw=,Male,53,Adults (35-59),52,1,1324800,3,1,2,312,6,Potential,4305
5fHy+3kGFQzpQ0XIgFSAcAGxuL8Bx1BG7jw5bb+h+kI=,Male,26,Young Adults (18-34),52,1,1328000,3,1,2,312,6,Potential,4306
gQ6uOedbb7E9K7LE11ZdCSFQHX3SWdrw7pgiO+vSFsY=,Male,44,Adults (35-59),43,15,17246780,2,3,4,234,9,Loyal,4307
V8vG7vQ7PqheHSslEobLVTNTPanDd2wW9x7G2cYmeXc=,Male,31,Young Adults (18-34),52,1,1314000,3,1,2,312,6,Potential,4308
lleaCHEnDEsDLPoO++P2IBY4r0Qx2LRd543XyV5ALFI=,Female,28,Young Adults (18-34),52,1,2241480,3,1,3,313,7,Loyal,4309
lEA5rSG9u1NUGq+AynYpSSG/hwP8/a1jCtaqL1POlCA=,Male,19,Young Adults (18-34),52,1,962500,3,1,1,311,5,Potential,4310
aRC9N2exSyL8QAhXPHFSm76bLFaE+lmaoB4zKGyZLsw=,Female,21,Young Adults (18-34),51,2,1054410,3,1,1,311,5,Potential,4311
WTkwjZjErPRmbP0mZw+9CDQKnaTqhE9TSmibnpZZjXs=,Female,21,Young Adults (18-34),9,10,8848610,1,3,4,134,8,Loyal,4312
CniQly0OQzPeYxydsFuVs5U6lzOVCoG7H6h9zdSvoBQ=,Male,31,Young Adults (18-34),52,1,737520,3,1,1,311,5,Potential,4313
hIznsGAuotz+pjbH1PyMofurYXbd3aaBv35tT6FDsGQ=,Female,26,Young Adults (18-34),52,1,1052160,3,1,1,311,5,Potential,4314
E4NSFto78Ldxk24TFccy1pONmvqQh+qeegD4uHBVxl8=,Female,55,Adults (35-59),52,3,2249420,3,2,3,323,8,Loyal,4315
rNs85AQcX1qvZS6nBeJnOg8FHNKW8n/8CWJMf5d75lg=,Female,25,Young Adults (18-34),52,2,2922660,3,1,3,313,7,Loyal,4316
rNs85AQcX1qvZS6nBeJnOg8FHNKW8n/8CWJMf5d75lg=,Male,25,Young Adults (18-34),52,2,2922660,3,1,3,313,7,Loyal,4317
Y9baEW4awRXFqbFQZ9yj1Lp+eurjzo2x3SI/xtatjqc=,Female,31,Young Adults (18-34),52,2,1843990,3,1,2,312,6,Potential,4318
Y9baEW4awRXFqbFQZ9yj1Lp+eurjzo2x3SI/xtatjqc=,Male,23,Young Adults (18-34),52,2,1843990,3,1,2,312,6,Potential,4319
RGEfvgGCPH9By2dhS+ea5Aa2jze/MDFBBwIFNryrClk=,Male,34,Young Adults (18-34),51,2,2824800,3,1,3,313,7,Loyal,4320
naZkKi7zL5sbSFpYxRVWjhjY7hRQHWCRzz/uNqZy0vE=,Male,34,Young Adults (18-34),40,22,26898330,2,3,4,234,9,Loyal,4321
3nUBIG5AbTRbs/yNOO7jnrFKscsmcRIqNpZ4nlBrLBc=,Male,22,Young Adults (18-34),51,1,992090,3,1,1,311,5,Potential,4322
hycd9Qbzn99T3qxVOHBus7GJf+qru52gecpsCOmeQ6c=,Female,26,Young Adults (18-34),49,10,10280760,3,3,4,334,10,Champions,4323
hycd9Qbzn99T3qxVOHBus7GJf+qru52gecpsCOmeQ6c=,Male,26,Young Adults (18-34),49,10,10280760,3,3,4,334,10,Champions,4324
PtBiDSljzbawe6O0imV21JjD7rmFEILTzTIhrVmYnO0=,Male,57,Adults (35-59),51,2,2046300,3,1,3,313,7,Loyal,4325
PtBiDSljzbawe6O0imV21JjD7rmFEILTzTIhrVmYnO0=,Female,51,Adults (35-59),51,2,2046300,3,1,3,313,7,Loyal,4326
e1eaHqXFD6c+Ae6xReZg6wrWqsPzkQg1y79r3gN3FKY=,Female,25,Young Adults (18-34),51,1,678400,3,1,1,311,5,Potential,4327
ILdhWMiMxsUGVUruJYCDoj6YGCWSwsN7QYpYxntR8Bc=,Female,32,Young Adults (18-34),37,7,5688000,2,3,4,234,9,Loyal,4328
sNTAb951VkD6Jbd+CwSFlYgIVL8z4SWV79NbF3kZN98=,Female,20,Young Adults (18-34),50,2,1295360,3,1,2,312,6,Potential,4329
mVrA2nJgeVgXmqYOvraH4R1A/64C1G2o5LIYUXd4veo=,Female,20,Young Adults (18-34),51,1,684560,3,1,1,311,5,Potential,4330
3Tmcab71D1xU1uj8Sv2YbYUtjXo3yb3U3ekMLYlGwsg=,Male,59,Adults (35-59),51,1,711360,3,1,1,311,5,Potential,4331
6HHmnS0dP/tOCLj+OvYoG4vWHpQ8J0APLYnwTYbyMqc=,Female,30,Young Adults (18-34),16,18,17892920,1,3,4,134,8,Loyal,4332
JK/hPRUYE8Q6xPcnOusC3LpwdroXniEoc3MU3QKziuQ=,Female,19,Young Adults (18-34),23,14,10619580,1,3,4,134,8,Loyal,4333
owQl4Hu1KAA16hWtkdhSq5IuFSr66G6SyjTif1xizgI=,Female,23,Young Adults (18-34),51,1,1580000,3,1,2,312,6,Potential,4334
vo38j3zqNb/VeLBsEDO3P/GbkM/GHhjdMod5K7/uqsQ=,Female,47,Adults (35-59),51,4,4617910,3,2,4,324,9,Loyal,4335
6Qs/Ca5fsTu9wS5APQ2zV7jSnNFcZseA/xFeonI5HUI=,Male,3,Children (0-12),45,12,12377400,2,3,4,234,9,Loyal,4336
ulXNR+QNb+ZfeYUvfe7s2uadFVOvnPytfztPQhxQcR8=,Male,32,Young Adults (18-34),17,3,4697560,1,2,4,124,7,Loyal,4337
vo38j3zqNb/VeLBsEDO3P/GbkM/GHhjdMod5K7/uqsQ=,Female,46,Adults (35-59),51,4,4617910,3,2,4,324,9,Loyal,4338
T30zRhBzObzfF8bwXr8DkghwyE53Y4e2zXqhAzAYUGI=,Female,22,Young Adults (18-34),51,2,3117180,3,1,3,313,7,Loyal,4339
bUq39Nsv14szcgvXdA2yldwF5zEWW69y3b/E/zeJzd8=,Male,21,Young Adults (18-34),51,2,4361490,3,1,4,314,8,Loyal,4340
DlbG2REPQnUoWsOT3uSmO6xMk90OV5d1x6mMiYgIGuY=,Male,27,Young Adults (18-34),51,2,2550420,3,1,3,313,7,Loyal,4341
Za2Dx7BmHzhBcH/qjQ3L08UKrtTV34tPyX2bL617rTo=,Female,61,Seniors (60+),29,21,24201320,2,3,4,234,9,Loyal,4342
w2GUIIig9cc6MCmxCqerzHDfNaN2zYAGwwLmNezRNN4=,Female,42,Adults (35-59),51,1,1872720,3,1,2,312,6,Potential,4343
fit2N9XZppkWU+h2+Sn/et+AvOlePwkXIiBzXf28sFU=,Male,25,Young Adults (18-34),51,1,916300,3,1,1,311,5,Potential,4344
ypT6dLsum/iSdpmN6kTzx/6vBgj0e83M3jyf0J50NCk=,Male,23,Young Adults (18-34),51,4,5625110,3,2,4,324,9,Loyal,4345
JFHwFPNf9Mmcmw0DPPa3KQATotFMp11rsw7Oxgdus8o=,Female,30,Young Adults (18-34),8,12,12988470,1,3,4,134,8,Loyal,4346
ad/81/5fjhAtMHnnkR7dFg/CaEmY1TMcgqI37rrwC5w=,Female,20,Young Adults (18-34),41,5,5705100,2,3,4,234,9,Loyal,4347
oyg5IRQZYeaZM/jsd67uGti1gqGH+MZMLLL8YDviFYY=,Male,31,Young Adults (18-34),51,2,1941290,3,1,3,313,7,Loyal,4348
K2+cqK51QtkWIoUeXgxnP05zkJ5NpwzEdwtBa806mb8=,Female,29,Young Adults (18-34),39,5,6858800,2,3,4,234,9,Loyal,4349
k7ikvuVQ0me1IpnFgiemjPFqTPthr5A7emYMwdMg3JQ=,Male,31,Young Adults (18-34),51,2,1684200,3,1,2,312,6,Potential,4350
5S4eSg7fZgeHvzIs0poFZdOkyTXCYrMzf6Ui8lFxrYM=,Male,32,Young Adults (18-34),50,2,1976490,3,1,3,313,7,Loyal,4351
9eEp4noTfK7VX+q3eKkx7tsIL3Rs2N0+1UXVdthmgFE=,Male,25,Young Adults (18-34),51,1,1691000,3,1,2,312,6,Potential,4352
MEJF+jTA6rKMGyU+pzV0MJDresS1hjolE3arkb4lW0E=,Male,41,Adults (35-59),51,1,2026620,3,1,3,313,7,Loyal,4353
ExM47qKK+JkRZ7hWrQgIhhnEEyKp1o+DChhwiDAsBTM=,Male,46,Adults (35-59),51,3,4020700,3,2,4,324,9,Loyal,4354
ExM47qKK+JkRZ7hWrQgIhhnEEyKp1o+DChhwiDAsBTM=,Male,24,Young Adults (18-34),51,3,4020700,3,2,4,324,9,Loyal,4355
ExM47qKK+JkRZ7hWrQgIhhnEEyKp1o+DChhwiDAsBTM=,Female,23,Young Adults (18-34),51,3,4020700,3,2,4,324,9,Loyal,4356
ntk3poS/djeQe0SMMDUcFLJsD9KAWVRbpSs3WO5jFpA=,Male,28,Young Adults (18-34),51,2,3117180,3,1,3,313,7,Loyal,4357
UZQZ+zeAhVgk6XNvstOzNE18qokO3Kqx91iwC1oAhwM=,Male,6,Children (0-12),51,7,5136840,3,3,4,334,10,Champions,4358
UZQZ+zeAhVgk6XNvstOzNE18qokO3Kqx91iwC1oAhwM=,Female,15,Teenagers (13-17),51,7,5136840,3,3,4,334,10,Champions,4359
UZQZ+zeAhVgk6XNvstOzNE18qokO3Kqx91iwC1oAhwM=,Female,40,Adults (35-59),51,7,5136840,3,3,4,334,10,Champions,4360
Rxq90Dp79zR4cIaRD/HvlRuXbOdsubLLb55Vz62Cbyo=,Male,27,Young Adults (18-34),51,1,802000,3,1,1,311,5,Potential,4361
Hm60BtnyxNvmU81H3VLRZt5JQr4A6NJFCkjckDResDI=,Male,19,Young Adults (18-34),51,1,962400,3,1,1,311,5,Potential,4362
At0coGahnDWmIS4gXGec9W9KjRFCb9i5D5SfU6Z0V6U=,Female,29,Young Adults (18-34),51,1,962400,3,1,1,311,5,Potential,4363
opexHNWS9jsWnBG5m5LgmPeYlcVU2dbkahbsd2g2nr0=,Male,36,Adults (35-59),51,1,761200,3,1,1,311,5,Potential,4364
AIAOknobuXiq1nNaQmIYjtR9U3F9N6zju5nIuxhEiug=,Male,27,Young Adults (18-34),51,1,664400,3,1,1,311,5,Potential,4365
